PowerCapacity,Unit,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,id,HelpRow,name_bnetza,block_bnetza,name_uba,company,street,postcode,city,state,country_code,capacity_net_bnetza,capacity_gross_uba,fuel,technology,chp,chp_capacity_uba,commissioned,commissioned_original,retrofit,shutdown,status,type,lat,lon,eic_code_plant,eic_code_block,efficiency_data,efficiency_source,efficiency_estimate,energy_source_level_1,energy_source_level_2,energy_source_level_3,eeg,network_node,voltage,network_operator,merge_comment,comment
875,Braunkohlekraftwerk Lippendorf_BNA0116,DE,STUR,LIG,0.3976,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,230,,,,,BNA0116,#NV,Braunkohlekraftwerk Lippendorf,LIP S,Lippendorf S,EnBW Energie Baden-Württemberg AG,Werkstraße,4564,Böhlen,Sachsen,DE,875,933.6,Lignite,Steam turbine,yes,230,1999,1999,,,operating,,51.182122,12.373287,11WD8LIPD1L----P,11WD8LIPD1L---S4,0.42,https://www.enbw.com/unternehmen/konzern/energieerzeugung/fossile-energie/standorte.html,0.3976,Fossil fuels,Lignite,,no,Pulgar,380,50Hertz Transmission GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
465,Boxberg_BNA0122,DE,STUR,LIG,0.3832,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,60,,,,,BNA0122,#NV,Boxberg,N,Boxberg N,Lausitz Energie Kraftwerke AG,Am Kraftwerk 1,2943,Boxberg,Sachsen,DE,465,500,Lignite,Steam turbine,yes,60,1979,1979,1993,,operating,,51.41626317,14.56194878,11WD8BOXB1L----J,11WD8BOXB1L---N8,0.35,https://www.greenpeace.de/sites/www.greenpeace.de/files/publications/vattenfalls-chance-roadmap-150424.pdf (S.15),0.3832,Fossil fuels,Lignite,,no,Bärwalde,380,50Hertz Transmission GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
465,Boxberg_BNA0123,DE,STUR,LIG,0.3856,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA0123,#NV,Boxberg,P,Boxberg P,Lausitz Energie Kraftwerke AG,Am Kraftwerk 1,2943,Boxberg,Sachsen,DE,465,500,Lignite,Steam turbine,yes,,1980,1980,1994,,operating,,51.41626317,14.56194878,11WD8BOXB1L----J,11WD8BOXB1L---P4,0.35,https://www.greenpeace.de/sites/www.greenpeace.de/files/publications/vattenfalls-chance-roadmap-150424.pdf (S.15),0.3856,Fossil fuels,Lignite,,no,Bärwalde,380,50Hertz Transmission GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
857,Boxberg_BNA0124,DE,STUR,LIG,0.4,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,65,,,,,BNA0124,#NV,Boxberg,Q,Boxberg Q,Lausitz Energie Kraftwerke AG,Am Kraftwerk 1,2943,Boxberg,Sachsen,DE,857,907,Lignite,Steam turbine,yes,65,2000,2000,,,operating,,51.41626317,14.56194878,11WD8BOXB1L----J,11WD8BOXB1L---Q2,0.423,https://www.greenpeace.de/sites/www.greenpeace.de/files/publications/vattenfalls-chance-roadmap-150424.pdf (S.16),0.4,Fossil fuels,Lignite,,no,Bärwalde,380,50Hertz Transmission GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
640,Boxberg_BNA1404,DE,STUR,LIG,0.4288,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA1404,#NV,Boxberg,R,Boxberg R,Lausitz Energie Kraftwerke AG,Am Kraftwerk 1,2943,Boxberg,Sachsen,DE,640,675,Lignite,Steam turbine,no,,2012,2012,,,operating,,51.41918,14.5698,11WD8BOXB1L----J,11WD8BOXB1L---R0,0.437,http://corporate.vattenfall.de/energie-im-fokus/energieproduktion/kohle/boxberg-block-r/,0.4288,Fossil fuels,Lignite,,no,UW Bärwalde,380,50Hertz Transmission GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
56.8,HKW Chemnitz  Nord II_BNA0177,DE,STUR,LIG,0.3712,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA0177,#NV,HKW Chemnitz  Nord II,Block B,,eins - energie in sachsen GmbH & Co. KG,,9115,Chemnitz,Sachsen,DE,56.8,,Lignite,Steam turbine,yes,,1988,1988,,,operating,,50.856981,12.923096,,,,,0.3712,Fossil fuels,Lignite,,no,UW Chemnitz Glösa,110,inetz GmbH,,
90.8,HKW Chemnitz  Nord II_BNA0179,DE,STUR,LIG,0.424,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,130,,,,,BNA0179,#NV,HKW Chemnitz  Nord II,Block C,Chemnitz Nord II C/30,eins - energie in sachsen GmbH & Co. KG,,9116,Chemnitz,Sachsen,DE,90.8,100,Lignite,Steam turbine,yes,130,1990,1990,2010,,operating,CHP,50.856981,12.923096,,,,,0.424,Fossil fuels,Lignite,,no,UW Chemnitz Mitte,110,inetz GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
74,HKW Cottbus_BNA0183,DE,STUR,LIG,0.3976,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA0183,#NV,HKW Cottbus,1,,HKW Heizkraftwerksgesellschaft Cottbus mbH,,3052,Cottbus,Brandenburg,DE,74,,Lignite,Steam turbine,yes,,1999,1999,,,operating,,51.76017,14.37004,,,0.4,https://books.google.de/books?id=3gjxbjLZUIcC&pg=PA44,0.3976,Fossil fuels,Lignite,,no,SWC / NA 1 und NA 2,110,Mitteldeutsche Netzgesellschaft Strom mbH,,
49,Kraftwerk Dessau_BNA0194,DE,STUR,LIG,0.3904,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA0194,#NV,Kraftwerk Dessau,,,Kraftwerk Dessau GmbH,,6842,Dessau-Roßlau,Sachsen-Anhalt,DE,49,,Lignite,Steam turbine,yes,,1996,1996,,,operating,,51.82685,12.23003,,,,,0.3904,Fossil fuels,Lignite,,no,KWD,15,Dessauer Stromversorgung GmbH,,
27.5,HKW Sachtleben_BNA1451,DE,STUR,LIG,0.3088,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA1451,#NV,HKW Sachtleben,,,Huntsman P&A Germany GmbH,Dr.-Rudolf-Sachtleben-Str. 4,47198,Duisburg,Nordrhein-Westfalen,DE,27.5,,Lignite,Steam turbine,yes,,1962,1962,,,operating,,51.44089,6.70543,,,,,0.3088,Fossil fuels,Lignite,,no,Homberg,"10, 25",Netze Duisburg GmbH,,
9.3,Kessel 4_BNA1511a,DE,STUR,LIG,0.3592,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA1511a,#NV,Kessel 4,,,Papierfabrik Schoellershammer H. A. Schoeller Söhne GmbH & Co KG,Kreuzauer Str. 18,52355,Düren,Nordrhein-Westfalen,DE,9.3,,Lignite,Steam turbine,yes,,1983,1983,,,operating,,50.77701,6.48605,,,,,0.3592,Fossil fuels,Lignite,,no,DE0001495235500000000000001001638,20,Leitungspartner GmbH ,,
321,Weisweiler_BNA1025,DE,STUR,LIG,0.316,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA1025,#NV,Weisweiler,E,Weisweiler E (4),RWE Power AG,,52249,Eschweiler-Weisweiler,Nordrhein-Westfalen,DE,321,363,Lignite,Steam turbine,no,,1965,1965,,,operating,,50.839167,6.321111,11WD7WEIS-B-KW-C,11WD7WEIS5B--E-Y,0.33,https://de.wikipedia.org/wiki/Kraftwerk_Weisweiler,0.316,Fossil fuels,Lignite,,no,Zukunft,110,Westnetz GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
321,Weisweiler_BNA1026,DE,STUR,LIG,0.3208,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA1026,#NV,Weisweiler,F,Weisweiler F (5),RWE Power AG,,52249,Eschweiler-Weisweiler,Nordrhein-Westfalen,DE,321,340,Lignite,Steam turbine,no,,1967,1967,,,operating,,50.839167,6.321111,11WD7WEIS-B-KW-C,11WD7WEIS1B--F-M,0.33,https://de.wikipedia.org/wiki/Kraftwerk_Weisweiler,0.3208,Fossil fuels,Lignite,,no,"Oberzier (380kV), Zukunft (110kV)","380, 110","Amprion GmbH, Westnetz GmbH",List matching type: Single UBA power plant assigned to single BNetzA power plant,
663,Weisweiler_BNA1027,DE,STUR,LIG,0.3376,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,91.5,,,,,BNA1027,#NV,Weisweiler,G,Weisweiler G (6),RWE Power AG,,52249,Eschweiler-Weisweiler,Nordrhein-Westfalen,DE,663,630,Lignite,Steam turbine,yes,91.5,1974,1974,,,operating,,50.839167,6.321111,11WD7WEIS-B-KW-C,11WD7WEIS1B--G-J,0.36,https://books.google.de/books?id=3gjxbjLZUIcC&pg=PA44,0.3376,Fossil fuels,Lignite,,no,Oberzier,380,Amprion GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
656,Weisweiler_BNA1028,DE,STUR,LIG,0.34,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,91.5,,,,,BNA1028,#NV,Weisweiler,H,Weisweiler H (7),RWE Power AG,,52249,Eschweiler-Weisweiler,Nordrhein-Westfalen,DE,656,625,Lignite,Steam turbine,yes,91.5,1975,1975,,,operating,,50.839167,6.321111,11WD7WEIS-B-KW-C,11WD7WEIS1B--H-G,0.36,https://books.google.de/books?id=3gjxbjLZUIcC&pg=PA44,0.34,Fossil fuels,Lignite,,no,Oberzier,380,Amprion GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
14.5,P&L Werk Euskirchen_BNA1141,DE,STUR,LIG,0.4312,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA1141,#NV,P&L Werk Euskirchen,Kessel 4 / 6,,Pfeifer & Langen GmbH & Co. KG,Bonner Strasse 2,53879,Euskirchen,Nordrhein-Westfalen,DE,14.5,,Lignite,Steam turbine,yes,,2013,1970 / 1981 / 2013,,,operating,,50.65803,6.81012,,,,,0.4312,Fossil fuels,Lignite,,no,,11,Westnetz GmbH,,
45,Heizkraftwerk FFO_BNA0284,DE,STUR,LIG,0.3928,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA0284,#NV,Heizkraftwerk FFO,Block1-GuD-EK,,Stadtwerke Frankfurt (Oder) GmbH,,15236,Frankfurt Oder,Brandenburg,DE,45,,Lignite,Steam turbine,yes,,1997,1997,,,operating,,52.346,14.546,,,0.4,https://books.google.de/books?id=3gjxbjLZUIcC,0.3928,Fossil fuels,Lignite,,no,"Zelle 3 und 13 Schaltanlage ""Am Hohen Feld 4""",20,Netzgesellschaft Frankfurt (Oder) mbH,,
176,Frechen/Wachtberg_BNA0292,DE,STUR,LIG,0.3712,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,251,,,,,BNA0292,#NV,Frechen/Wachtberg,Frechen/Wachtberg,Frechen / Wachtberg,RWE Power AG,,50226,Frechen,Nordrhein-Westfalen,DE,176,201,Lignite,Steam turbine,yes,251,1959,1959,1988,,operating,IPP,50.8976,6.793099,,,,,0.3712,Fossil fuels,Lignite,,no,Frechen,110,Westnetz GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
1060,BoA 2_BNA1401a,DE,STUR,LIG,0.4288,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA1401a,#NV,BoA 2,Neurath F,Grevenbroich - Neurath  F (BoA 2),RWE Power AG,Energiestraße 101,41517,Grevenbroich,Nordrhein-Westfalen,DE,1060,1100,Lignite,Steam turbine,no,,2012,2012,,,operating,,51.0365,6.61332,11WD7NEUR-B-KW-B,11WD7NEUR1B--F-L,0.43,http://www.rwe.com/web/cms/de/1859744/rwe-generation-se/standorte/deutschland/kw-neurath-boa-2-3/,0.4288,Fossil fuels,Lignite,,no,Rommerskirchen,380,Amprion GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
1060,BoA 3_BNA1401b,DE,STUR,LIG,0.4288,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA1401b,#NV,BoA 3,Neurath G,Grevenbroich - Neurath  G (BoA 3),RWE Power AG,Energiestraße 101,41517,Grevenbroich,Nordrhein-Westfalen,DE,1060,1100,Lignite,Steam turbine,no,,2012,2012,,,operating,,51.0365,6.61332,11WD7NEUR-B-KW-B,11WD7NEUR1B--G-I,0.43,http://www.rwe.com/web/cms/de/1859744/rwe-generation-se/standorte/deutschland/kw-neurath-boa-2-3/,0.4288,Fossil fuels,Lignite,,no,Rommerskirchen,380,Amprion GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
284,Frimmersdorf_BNA0313,DE,STUR,LIG,0.376,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,30,,,,,BNA0313,#NV,Frimmersdorf,P,Frimmersdorf P,RWE Power AG,,41517,Grevenbroich-Frimmersdorf,Nordrhein-Westfalen,DE,284,325,Lignite,Steam turbine,yes,30,1966,1966,1990,,reserve,CHP,51.05744518,6.577080395,11WD7FRIM2B-KW-M,11WD7FRIM2B--P-G,,,0.376,Fossil fuels,Lignite,,no,Gohrpunkt und Frimmersdorf,110,Westnetz GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
278,Frimmersdorf_BNA0314,DE,STUR,LIG,0.376,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA0314,#NV,Frimmersdorf,Q,Frimmersdorf Q,RWE Power AG,,41517,Grevenbroich-Frimmersdorf,Nordrhein-Westfalen,DE,278,310,Lignite,Steam turbine,no,,1970,1970,1990,,reserve,,51.05744518,6.577080395,11WD7FRIM2B-KW-M,11WD7FRIM2B--Q-D,,,0.376,Fossil fuels,Lignite,,no,Norf,"220, 110",Amprion GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
292,Neurath_BNA0698,DE,STUR,LIG,0.3352,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA0698,#NV,Neurath,C,Grevenbroich - Neurath  C,RWE Power AG,,41517,Grevenbroich-Neurath,Nordrhein-Westfalen,DE,292,312,Lignite,Steam turbine,no,,1973,1973,,,operating,,51.039475,6.615041,11WD7NEUR-B-KW-B,11WD7NEUR1B--C-U,0.33,https://de.wikipedia.org/wiki/Kraftwerk_Neurath,0.3352,Fossil fuels,Lignite,,no,Opladen,380,Amprion GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
294,Neurath_BNA0696,DE,STUR,LIG,0.3328,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA0696,#NV,Neurath,A,Grevenbroich - Neurath  A,RWE Power AG,,41517,Grevenbroich-Neurath,Nordrhein-Westfalen,DE,294,312,Lignite,Steam turbine,no,,1972,1972,,,operating,,51.039475,6.615041,11WD7NEUR-B-KW-B,11WD7NEUR2B--A-T,0.33,https://de.wikipedia.org/wiki/Kraftwerk_Neurath,0.3328,Fossil fuels,Lignite,,no,"Osterath (220kV), Frimmersdorf (110kV) und Gohrpunkt (110kV)","220, 110","Amprion GmbH, Westnetz GmbH",List matching type: Single UBA power plant assigned to single BNetzA power plant,
294,Neurath_BNA0697,DE,STUR,LIG,0.3328,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA0697,#NV,Neurath,B,Grevenbroich - Neurath  B,RWE Power AG,,41517,Grevenbroich-Neurath,Nordrhein-Westfalen,DE,294,312,Lignite,Steam turbine,no,,1972,1972,,,operating,,51.039475,6.615041,11WD7NEUR-B-KW-B,11WD7NEUR1B--B-X,0.33,https://de.wikipedia.org/wiki/Kraftwerk_Neurath,0.3328,Fossil fuels,Lignite,,no,Opladen,380,Amprion GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
607,Neurath_BNA0699,DE,STUR,LIG,0.34,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,4.5,,,,,BNA0699,#NV,Neurath,D,Grevenbroich - Neurath  D,RWE Power AG,,41517,Grevenbroich-Neurath,Nordrhein-Westfalen,DE,607,644,Lignite,Steam turbine,yes,4.5,1975,1975,,,operating,,51.039475,6.615041,11WD7NEUR-B-KW-B,11WD7NEUR1B--D-R,0.366,http://www.nf-niederaussem.de/fileadmin/pdf/03_Praesentation_Aktueller_Stand_der_Technik__Dr._Eichholz_.pdf,0.34,Fossil fuels,Lignite,,no,Opladen,380,Amprion GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
604,Neurath_BNA0700,DE,STUR,LIG,0.3424,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,4.5,,,,,BNA0700,#NV,Neurath,E,Grevenbroich - Neurath  E,RWE Power AG,,41517,Grevenbroich-Neurath,Nordrhein-Westfalen,DE,604,644,Lignite,Steam turbine,yes,4.5,1976,1976,,,operating,,51.039475,6.615041,11WD7NEUR-B-KW-B,11WD7NEUR1B--E-O,0.366,http://www.nf-niederaussem.de/fileadmin/pdf/03_Praesentation_Aktueller_Stand_der_Technik__Dr._Eichholz_.pdf,0.3424,Fossil fuels,Lignite,,no,Rommerskirchen,380,Amprion GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
352,Buschhaus_BNA0439,DE,STUR,LIG,0.364,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA0439,#NV,Buschhaus,D,Buschhaus (Helmstedt),Helmstedter Revier GmbH,,38350,Helmstedt,Niedersachsen,DE,352,405,Lignite,Steam turbine,no,,1985,1985,,,reserve,,52.17237156,10.97682873,11WD2BUSC0002637,11WD2BUSD0000386,0.36,http://stefanschroeter.com/669-mibrag-expandiert-ins-helmstedter-revier.html#.VkNVIiuriHs,0.364,Fossil fuels,Lignite,,no,Helmstedt,380,TenneT TSO GmbH ,List matching type: Single UBA power plant assigned to single BNetzA power plant,
40,Goldenberg_BNA0489,DE,STUR,LIG,0.3808,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA0489,#NV,Goldenberg,"E, Besicherung F",,RWE Power AG,,50354,Hürth,Nordrhein-Westfalen,DE,40,,Lignite,Steam turbine,yes,,1992,1992,,,shutdown_temporary,,50.8608,6.8402,,,,,0.3808,Fossil fuels,Lignite,,no,Knapsack,110,Westnetz GmbH,,
0,Goldenberg_BNA0490a,DE,STUR,LIG,0.3832,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA0490a,#NV,Goldenberg,F,,RWE Power AG,,50354,Hürth,Nordrhein-Westfalen,DE,0,,Lignite,Steam turbine,yes,,1993,1993,,,special_case,,50.8608,6.8402,,,,,0.3832,Fossil fuels,Lignite,,no,Knapsack,110,Westnetz GmbH,,
98,Ville/Berrenrath_BNA0491,DE,STUR,LIG,0.3784,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA0491,#NV,Ville/Berrenrath,Ville/Berrenrath,Ville / Berrenrath (Hürth),RWE Power AG,,50354,Hürth,Nordrhein-Westfalen,DE,98,107,Lignite,Steam turbine,yes,,1991,1991,,,operating,,50.86138,6.84066,,,,,0.3784,Fossil fuels,Lignite,,no,Berrenrath,110,Westnetz GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
24.6,P&L Werk Jülich_BNA1164,DE,STUR,LIG,0.4096,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA1164,#NV,P&L Werk Jülich,Kessel 5,,Pfeifer & Langen GmbH & Co. KG,Dürenerstr. 20,52428,Jülich,Nordrhein-Westfalen,DE,24.6,,Lignite,Steam turbine,yes,,2004,2004,,,operating,,50.91517,6.36935,,,,,0.4096,Fossil fuels,Lignite,,no,,10,Stadtwerke Jülich GmbH,,
33.5,FKK_BNA0523,DE,STUR,LIG,0.3712,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA0523,#NV,FKK,,,Städtische Werke Energie + Wärme GmbH,,34134,Kassel,Hessen,DE,33.5,,Lignite,Steam turbine,yes,,1988,1988,,,operating,,51.279099,9.484012,,,,,0.3712,Fossil fuels,Lignite,,no,DE00033234134000KFWFKK10000199995,110,Avacon AG,,
75.3,HKW Merkenich_BNA0543,DE,STUR,LIG,0.424,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,137.6629956,,,,,BNA0543,#NV,HKW Merkenich,Block 6,Köln-Merkenich 4+6,RheinEnergie AG,,50769,Köln,Nordrhein-Westfalen,DE,75.3,85.4174,Lignite,Steam turbine,yes,137.6629956,2010,2010,,,operating,,51.01781,6.96435,,,,,0.424,Fossil fuels,Lignite,,no,UW Merkenich,110,Rheinische NETZGesellschaft mbH ,List matching type: UBA capacity distributed proportionally to multiple BNetzA power plants,
20.3,P&L Werk Könnern_BNA1185,DE,STUR,LIG,0.3832,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,,,,,,BNA1185,#NV,P&L Werk Könnern,Kessel 1 und 2,,Pfeifer & Langen GmbH & Co. KG,An den Sieben Stücken,6420,Könnern,Sachsen-Anhalt,DE,20.3,,Lignite,Steam turbine,yes,,1993,1993,,,operating,,51.69784,11.7581,,,,,0.3832,Fossil fuels,Lignite,,no,JK Ø 3,20,Mitteldeutsche Netzgesellschaft Strom mbH,,
465,KW Jänschwalde_BNA0785,DE,STUR,LIG,0.3904,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,76.3,,,,,BNA0785,#NV,KW Jänschwalde,A,Jänschwalde A,Lausitz Energie Kraftwerke AG,Kraftwerksstraße,3185,Peitz,Brandenburg,DE,465,535,Lignite,Steam turbine,yes,76.3,1981,1981,1996,,operating,,51.83444099,14.45903778,11WD8JAEN1L----Z,11WD8JAEN1L---AD,0.375,http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter,0.3904,Fossil fuels,Lignite,,no,Preilack,380,50Hertz Transmission GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
465,KW Jänschwalde_BNA0786,DE,STUR,LIG,0.3904,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,76.3,,,,,BNA0786,#NV,KW Jänschwalde,B,Jänschwalde B,Lausitz Energie Kraftwerke AG,Kraftwerksstraße,3185,Peitz,Brandenburg,DE,465,535,Lignite,Steam turbine,yes,76.3,1982,1982,1996,,operating,,51.83444099,14.45903778,11WD8JAEN1L----Z,11WD8JAEN1L---BB,0.375,http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter,0.3904,Fossil fuels,Lignite,,no,Preilack,380,50Hertz Transmission GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
465,KW Jänschwalde_BNA0787,DE,STUR,LIG,0.3904,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,76.3,,,,,BNA0787,#NV,KW Jänschwalde,C,Jänschwalde C,Lausitz Energie Kraftwerke AG,Kraftwerksstraße,3185,Peitz,Brandenburg,DE,465,535,Lignite,Steam turbine,yes,76.3,1984,1984,1996,,operating,,51.83444099,14.45903778,11WD8JAEN1L----Z,11WD8JAEN1L---C9,0.375,http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter,0.3904,Fossil fuels,Lignite,,no,Preilack,380,50Hertz Transmission GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
465,KW Jänschwalde_BNA0788,DE,STUR,LIG,0.3904,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,76.3,,,,,BNA0788,#NV,KW Jänschwalde,D,Jänschwalde D,Lausitz Energie Kraftwerke AG,Kraftwerksstraße,3185,Peitz,Brandenburg,DE,465,535,Lignite,Steam turbine,yes,76.3,1985,1985,1996,,operating,,51.83444099,14.45903778,11WD8JAEN1L----Z,11WD8JAEN1L---D7,0.375,http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter,0.3904,Fossil fuels,Lignite,,no,Preilack,380,50Hertz Transmission GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
465,KW Jänschwalde_BNA0789,DE,STUR,LIG,0.3904,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,76.3,,,,,BNA0789,#NV,KW Jänschwalde,E,Jänschwalde E,Lausitz Energie Kraftwerke AG,Kraftwerksstraße,3185,Peitz,Brandenburg,DE,465,535,Lignite,Steam turbine,yes,76.3,1987,1987,1996,,operating,,51.83444099,14.45903778,11WD8JAEN1L----Z,11WD8JAEN1L---E5,0.375,http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter,0.3904,Fossil fuels,Lignite,,no,Preilack,380,50Hertz Transmission GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
465,KW Jänschwalde_BNA0790,DE,STUR,LIG,0.3904,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,76.3,,,,,BNA0790,#NV,KW Jänschwalde,F,Jänschwalde F,Lausitz Energie Kraftwerke AG,Kraftwerksstraße,3185,Peitz,Brandenburg,DE,465,535,Lignite,Steam turbine,yes,76.3,1989,1989,1996,,operating,,51.83444099,14.45903778,11WD8JAEN1L----Z,11WD8JAEN1L---F3,0.375,http://corporate.vattenfall.de/newsroom/pressemeldungen/pressemeldungen-import/janschwalde-verringert-seine-co2-bilanz-weiter,0.3904,Fossil fuels,Lignite,,no,Preilack,380,50Hertz Transmission GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
450,Schkopau_BNA0878,DE,STUR,LIG,0.3904,9.558732394,7.812253521,0.040224969,0.040224969,136849.915,0,0,0.3,0.385,7,1,,100,,,,,BNA0878,#NV,Schkopau,A,Schkopau A,Uniper Kraftwerke GmbH ,,6258,Schkopau,Sachsen-Anhalt,DE,450,490,Lignite,Steam turbine,yes,100,1996,1996,,,operating,,51.39845463,11.9504201,11WD8SCHK1L----O,11WD8SCHK1L---A2,0.4,https://library.e.abb.com/public/17a12f32273be6a4c1256ddd00346e97/13-18m225.pdf,0.3904,Fossil fuels,Lignite,,no,Bad Lauchstedt,380,50Hertz Transmission GmbH,List matching type: Single UBA power plant assigned to single BNetzA power plant,
